measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Brunei Darussalam,Female,40-44 years,Depressive disorders,Percent,2021,0.038080148,0.047036589,0.029913005
Prevalence,Brunei Darussalam,Both,40-44 years,Depressive disorders,Percent,2021,0.030413862,0.038199008,0.023793521
Prevalence,Brunei Darussalam,Male,45-49 years,Depressive disorders,Number,2021,383.4789466,482.7684924,301.749224
Prevalence,Brunei Darussalam,Female,45-49 years,Depressive disorders,Number,2021,559.6021041,694.802125,444.5650451
Prevalence,Brunei Darussalam,Both,45-49 years,Depressive disorders,Number,2021,943.0810507,1175.897627,747.8649827
Prevalence,Brunei Darussalam,Male,45-49 years,Depressive disorders,Percent,2021,0.023028417,0.029036048,0.018158408
Prevalence,Brunei Darussalam,Female,45-49 years,Depressive disorders,Percent,2021,0.036515771,0.045378436,0.029063388
Prevalence,Brunei Darussalam,Both,45-49 years,Depressive disorders,Percent,2021,0.029492084,0.036794429,0.023437603
Prevalence,Brunei Darussalam,Male,50-54 years,Depressive disorders,Number,2021,310.0824687,393.6550483,252.9999454
Prevalence,Brunei Darussalam,Female,50-54 years,Depressive disorders,Number,2021,467.3052215,582.3949234,382.0312381
Prevalence,Brunei Darussalam,Both,50-54 years,Depressive disorders,Number,2021,777.3876902,977.9603996,633.5388055
Prevalence,Brunei Darussalam,Male,50-54 years,Depressive disorders,Percent,2021,0.022332399,0.028352905,0.018241069
Prevalence,Brunei Darussalam,Female,50-54 years,Depressive disorders,Percent,2021,0.035494621,0.04424079,0.029028004
Prevalence,Brunei Darussalam,Both,50-54 years,Depressive disorders,Percent,2021,0.028738491,0.036125766,0.023418959
Prevalence,Brunei Darussalam,Male,55-59 years,Depressive disorders,Number,2021,234.6111026,292.4795166,190.1898778
Prevalence,Brunei Darussalam,Female,55-59 years,Depressive disorders,Number,2021,363.9364026,450.1794728,298.7534958
Prevalence,Brunei Darussalam,Both,55-59 years,Depressive disorders,Number,2021,598.5475052,741.5856356,489.7755559
Prevalence,Brunei Darussalam,Male,55-59 years,Depressive disorders,Percent,2021,0.021850803,0.027235842,0.017702826
Prevalence,Brunei Darussalam,Female,55-59 years,Depressive disorders,Percent,2021,0.034999748,0.043329452,0.028738279
Prevalence,Brunei Darussalam,Both,55-59 years,Depressive disorders,Percent,2021,0.028319919,0.035095511,0.023169341
Prevalence,Brunei Darussalam,Male,All ages,Depressive disorders,Number,2021,5008.475953,5969.61495,4164.378403
Prevalence,Brunei Darussalam,Female,All ages,Depressive disorders,Number,2021,7857.679144,9291.895159,6643.607679
Prevalence,Brunei Darussalam,Both,All ages,Depressive disorders,Number,2021,12866.1551,15260.33823,10853.65403
Prevalence,Brunei Darussalam,Male,All ages,Depressive disorders,Percent,2021,0.022711893,0.027146618,0.019011065
Prevalence,Brunei Darussalam,Female,All ages,Depressive disorders,Percent,2021,0.038761988,0.046067979,0.032888364
Prevalence,Brunei Darussalam,Both,All ages,Depressive disorders,Percent,2021,0.030399267,0.036199712,0.025685453
Prevalence,Brunei Darussalam,Male,5-14 years,Depressive disorders,Number,2021,485.9219717,660.1920652,353.7208641
Prevalence,Brunei Darussalam,Female,5-14 years,Depressive disorders,Number,2021,992.5614666,1253.112038,769.8983168
Prevalence,Brunei Darussalam,Both,5-14 years,Depressive disorders,Number,2021,1478.483438,1911.697241,1133.470469
Prevalence,Brunei Darussalam,Male,5-14 years,Depressive disorders,Percent,2021,0.017934999,0.02481804,0.012868544
Prevalence,Brunei Darussalam,Female,5-14 years,Depressive disorders,Percent,2021,0.037703314,0.048468803,0.029198772
Prevalence,Brunei Darussalam,Both,5-14 years,Depressive disorders,Percent,2021,0.027674884,0.03662079,0.020941133
Prevalence,Brunei Darussalam,Male,60+ years,Depressive disorders,Number,2021,464.2245443,585.858532,373.0536528
Prevalence,Brunei Darussalam,Female,60+ years,Depressive disorders,Number,2021,820.4587261,1008.798888,662.8583639
Prevalence,Brunei Darussalam,Both,60+ years,Depressive disorders,Number,2021,1284.68327,1593.048386,1035.289692
Prevalence,Brunei Darussalam,Male,60+ years,Depressive disorders,Percent,2021,0.021510761,0.02714475,0.01728482
Prevalence,Brunei Darussalam,Female,60+ years,Depressive disorders,Percent,2021,0.034789389,0.042779308,0.02810068
Prevalence,Brunei Darussalam,Both,60+ years,Depressive disorders,Percent,2021,0.028444455,0.035269373,0.022918176
Prevalence,Brunei Darussalam,Male,<5 years,Anxiety disorders,Number,2021,61.66862123,185.0056803,17.05780968
Prevalence,Brunei Darussalam,Female,<5 years,Anxiety disorders,Number,2021,65.49190056,188.1464164,19.10930423
Prevalence,Brunei Darussalam,Both,<5 years,Anxiety disorders,Number,2021,127.1605218,373.1520967,36.37394085
Prevalence,Brunei Darussalam,Male,<5 years,Anxiety disorders,Percent,2021,0.005647079,0.016803949,0.00155276
Prevalence,Brunei Darussalam,Female,<5 years,Anxiety disorders,Percent,2021,0.006625616,0.019093401,0.001923287
Prevalence,Brunei Darussalam,Both,<5 years,Anxiety disorders,Percent,2021,0.006111745,0.017884881,0.001743339
Prevalence,Brunei Darussalam,Male,15-19 years,Anxiety disorders,Number,2021,842.3167324,1464.12886,462.1560326
Prevalence,Brunei Darussalam,Female,15-19 years,Anxiety disorders,Number,2021,1110.010322,2118.6112,594.3998912
Prevalence,Brunei Darussalam,Both,15-19 years,Anxiety disorders,Number,2021,1952.327054,3562.741357,1043.361945
Prevalence,Brunei Darussalam,Male,15-19 years,Anxiety disorders,Percent,2021,0.053702016,0.093660243,0.029271398
Prevalence,Brunei Darussalam,Female,15-19 years,Anxiety disorders,Percent,2021,0.069252705,0.131933956,0.037178755
Prevalence,Brunei Darussalam,Both,15-19 years,Anxiety disorders,Percent,2021,0.061560762,0.111785501,0.033089957
Prevalence,Brunei Darussalam,Male,20-24 years,Anxiety disorders,Number,2021,792.7449338,1222.693004,528.091532
Prevalence,Brunei Darussalam,Female,20-24 years,Anxiety disorders,Number,2021,1117.830322,1693.68178,752.0403082
Prevalence,Brunei Darussalam,Both,20-24 years,Anxiety disorders,Number,2021,1910.575256,2916.01635,1288.96582
Prevalence,Brunei Darussalam,Male,20-24 years,Anxiety disorders,Percent,2021,0.042015775,0.065002769,0.02791156
Prevalence,Brunei Darussalam,Female,20-24 years,Anxiety disorders,Percent,2021,0.064664456,0.098449097,0.043476901
Prevalence,Brunei Darussalam,Both,20-24 years,Anxiety disorders,Percent,2021,0.052844403,0.080848109,0.035310395
Prevalence,Brunei Darussalam,Male,25-29 years,Anxiety disorders,Number,2021,769.3911308,1142.126437,491.2820477
Prevalence,Brunei Darussalam,Female,25-29 years,Anxiety disorders,Number,2021,1093.453719,1567.141261,712.3549171
Prevalence,Brunei Darussalam,Both,25-29 years,Anxiety disorders,Number,2021,1862.84485,2709.267698,1203.477214
Prevalence,Brunei Darussalam,Male,25-29 years,Anxiety disorders,Percent,2021,0.034889404,0.051940099,0.022171007
Prevalence,Brunei Darussalam,Female,25-29 years,Anxiety disorders,Percent,2021,0.058830622,0.084640473,0.038313786
Prevalence,Brunei Darussalam,Both,25-29 years,Anxiety disorders,Percent,2021,0.045838693,0.067468731,0.029609749
Prevalence,Brunei Darussalam,Male,30-34 years,Anxiety disorders,Number,2021,678.4761178,1039.496917,426.8070136
Prevalence,Brunei Darussalam,Female,30-34 years,Anxiety disorders,Number,2021,967.9293863,1445.917985,624.0858825
Prevalence,Brunei Darussalam,Both,30-34 years,Anxiety disorders,Number,2021,1646.405504,2485.412389,1050.999365
Prevalence,Brunei Darussalam,Male,30-34 years,Anxiety disorders,Percent,2021,0.03040713,0.046698208,0.019233344
Prevalence,Brunei Darussalam,Female,30-34 years,Anxiety disorders,Percent,2021,0.053358298,0.079763574,0.034354673
Prevalence,Brunei Darussalam,Both,30-34 years,Anxiety disorders,Percent,2021,0.040698748,0.061538117,0.025984031
Prevalence,Brunei Darussalam,Male,35-39 years,Anxiety disorders,Number,2021,586.4835386,807.5774536,392.8593613
Prevalence,Brunei Darussalam,Female,35-39 years,Anxiety disorders,Number,2021,854.1738262,1144.144186,581.3763115
Prevalence,Brunei Darussalam,Both,35-39 years,Anxiety disorders,Number,2021,1440.657365,1941.760165,974.1706383
Prevalence,Brunei Darussalam,Male,35-39 years,Anxiety disorders,Percent,2021,0.027556613,0.037855179,0.018477415
Prevalence,Brunei Darussalam,Female,35-39 years,Anxiety disorders,Percent,2021,0.049010402,0.065688564,0.033351598
Prevalence,Brunei Darussalam,Both,35-39 years,Anxiety disorders,Percent,2021,0.037215398,0.05034181,0.025168996
Prevalence,Brunei Darussalam,Male,40-44 years,Anxiety disorders,Number,2021,496.9002771,716.4360208,349.9840037
Prevalence,Brunei Darussalam,Female,40-44 years,Anxiety disorders,Number,2021,753.1640073,1065.61657,530.742889
Prevalence,Brunei Darussalam,Both,40-44 years,Anxiety disorders,Number,2021,1250.064284,1786.473275,884.2642608
Prevalence,Brunei Darussalam,Male,40-44 years,Anxiety disorders,Percent,2021,0.025630366,0.036888684,0.018052138
Prevalence,Brunei Darussalam,Female,40-44 years,Anxiety disorders,Percent,2021,0.04557153,0.064446542,0.032131126
Prevalence,Brunei Darussalam,Both,40-44 years,Anxiety disorders,Percent,2021,0.03480693,0.049761767,0.024535836
Prevalence,Brunei Darussalam,Male,45-49 years,Anxiety disorders,Number,2021,411.2448837,583.7738903,301.3623924
Prevalence,Brunei Darussalam,Female,45-49 years,Anxiety disorders,Number,2021,668.8454676,938.1142307,494.1889119
Prevalence,Brunei Darussalam,Both,45-49 years,Anxiety disorders,Number,2021,1080.090351,1521.888121,782.4259165
Prevalence,Brunei Darussalam,Male,45-49 years,Anxiety disorders,Percent,2021,0.024693758,0.035060036,0.018073733
Prevalence,Brunei Darussalam,Female,45-49 years,Anxiety disorders,Percent,2021,0.043643687,0.061172291,0.032271238
Prevalence,Brunei Darussalam,Both,45-49 years,Anxiety disorders,Percent,2021,0.033775137,0.047579425,0.024483847
Prevalence,Brunei Darussalam,Male,50-54 years,Anxiety disorders,Number,2021,336.1614251,514.5184694,222.4829805
Prevalence,Brunei Darussalam,Female,50-54 years,Anxiety disorders,Number,2021,561.2692081,829.0961935,387.6251094
Prevalence,Brunei Darussalam,Both,50-54 years,Anxiety disorders,Number,2021,897.4306332,1315.679326,610.1668131
Prevalence,Brunei Darussalam,Male,50-54 years,Anxiety disorders,Percent,2021,0.024210265,0.037019321,0.016028627
Prevalence,Brunei Darussalam,Female,50-54 years,Anxiety disorders,Percent,2021,0.04263182,0.06298397,0.029451606
Prevalence,Brunei Darussalam,Both,50-54 years,Anxiety disorders,Percent,2021,0.033176047,0.048586722,0.022558527
Prevalence,Brunei Darussalam,Male,55-59 years,Anxiety disorders,Number,2021,255.5529412,381.3191061,171.412274
Prevalence,Brunei Darussalam,Female,55-59 years,Anxiety disorders,Number,2021,434.9412015,629.7977305,302.6498963
Prevalence,Brunei Darussalam,Both,55-59 years,Anxiety disorders,Number,2021,690.4941427,984.1249901,474.0621703
Prevalence,Brunei Darussalam,Male,55-59 years,Anxiety disorders,Percent,2021,0.023801243,0.035504198,0.015969576
Prevalence,Brunei Darussalam,Female,55-59 years,Anxiety disorders,Percent,2021,0.041828469,0.060563917,0.029123207
Prevalence,Brunei Darussalam,Both,55-59 years,Anxiety disorders,Percent,2021,0.032670402,0.046596652,0.022440894
Prevalence,Brunei Darussalam,Male,All ages,Anxiety disorders,Number,2021,7365.919015,10165.46807,5413.178373
Prevalence,Brunei Darussalam,Female,All ages,Anxiety disorders,Number,2021,10296.78611,13458.59548,7692.182176
Prevalence,Brunei Darussalam,Both,All ages,Anxiety disorders,Number,2021,17662.70513,23703.05701,13109.38382
Prevalence,Brunei Darussalam,Male,All ages,Anxiety disorders,Percent,2021,0.033398978,0.046062895,0.024431593
Prevalence,Brunei Darussalam,Female,All ages,Anxiety disorders,Percent,2021,0.050792496,0.066305864,0.037848889
Prevalence,Brunei Darussalam,Both,All ages,Anxiety disorders,Percent,2021,0.041729798,0.055834246,0.030848262
Prevalence,Brunei Darussalam,Male,5-14 years,Anxiety disorders,Number,2021,1634.369626,3718.938623,707.9909054
Prevalence,Brunei Darussalam,Female,5-14 years,Anxiety disorders,Number,2021,1727.522534,3869.027698,764.9004832
Prevalence,Brunei Darussalam,Both,5-14 years,Anxiety disorders,Number,2021,3361.89216,7528.416214,1470.913821
Prevalence,Brunei Darussalam,Male,5-14 years,Anxiety disorders,Percent,2021,0.060081934,0.135317351,0.026513522
Prevalence,Brunei Darussalam,Female,5-14 years,Anxiety disorders,Percent,2021,0.065464321,0.146730163,0.029186462
Prevalence,Brunei Darussalam,Both,5-14 years,Anxiety disorders,Percent,2021,0.062728953,0.140328743,0.027903627
Prevalence,Brunei Darussalam,Male,60+ years,Anxiety disorders,Number,2021,500.6087866,722.1916148,347.6567537
Prevalence,Brunei Darussalam,Female,60+ years,Anxiety disorders,Number,2021,942.1542202,1333.368213,688.3236946
Prevalence,Brunei Darussalam,Both,60+ years,Anxiety disorders,Number,2021,1442.763007,2065.014094,1036.504363
Prevalence,Brunei Darussalam,Male,60+ years,Anxiety disorders,Percent,2021,0.023196681,0.033463887,0.016108446
Prevalence,Brunei Darussalam,Female,60+ years,Anxiety disorders,Percent,2021,0.039949557,0.056534007,0.029184876
Prevalence,Brunei Darussalam,Both,60+ years,Anxiety disorders,Percent,2021,0.031944522,0.045715438,0.02294844
Prevalence,Japan,Male,<5 years,Depressive disorders,Number,2022,8.848023655,18.46444277,2.978375897
Prevalence,Japan,Female,<5 years,Depressive disorders,Number,2022,9.454671797,19.14178791,3.05286114
Prevalence,Japan,Both,<5 years,Depressive disorders,Number,2022,18.30269545,37.3175555,5.893448398
Prevalence,Japan,Male,<5 years,Depressive disorders,Percent,2022,5.82E-06,1.24E-05,1.93E-06
Prevalence,Japan,Female,<5 years,Depressive disorders,Percent,2022,6.50E-06,1.36E-05,2.04E-06
Prevalence,Japan,Both,<5 years,Depressive disorders,Percent,2022,6.15E-06,1.27E-05,2.01E-06
Prevalence,Japan,Male,15-19 years,Depressive disorders,Number,2022,79917.11138,105020.9958,56141.92771
Prevalence,Japan,Female,15-19 years,Depressive disorders,Number,2022,152817.1349,200920.1306,105907.9883
Prevalence,Japan,Both,15-19 years,Depressive disorders,Number,2022,232734.2463,306916.8533,160215.1096
Prevalence,Japan,Male,15-19 years,Depressive disorders,Percent,2022,0.032065908,0.041529169,0.022522071
Prevalence,Japan,Female,15-19 years,Depressive disorders,Percent,2022,0.058998905,0.077293461,0.040784485
Prevalence,Japan,Both,15-19 years,Depressive disorders,Percent,2022,0.045789735,0.059360584,0.031685411
Prevalence,Japan,Male,20-24 years,Depressive disorders,Number,2022,86950.21943,109658.8137,68157.55311
Prevalence,Japan,Female,20-24 years,Depressive disorders,Number,2022,159431.3766,201292.4808,125253.9463
Prevalence,Japan,Both,20-24 years,Depressive disorders,Number,2022,246381.5961,311147.7378,194561.1679
Prevalence,Japan,Male,20-24 years,Depressive disorders,Percent,2022,0.03137411,0.039668509,0.024681172
Prevalence,Japan,Female,20-24 years,Depressive disorders,Percent,2022,0.055469777,0.069905574,0.043481399
Prevalence,Japan,Both,20-24 years,Depressive disorders,Percent,2022,0.043640198,0.0549479,0.034531814
Prevalence,Japan,Male,25-29 years,Depressive disorders,Number,2022,90893.67258,113869.3131,71183.71459
Prevalence,Japan,Female,25-29 years,Depressive disorders,Number,2022,161051.4624,201733.3347,127987.1214
Prevalence,Japan,Both,25-29 years,Depressive disorders,Number,2022,251945.135,315654.2095,198961.5803
Prevalence,Japan,Male,25-29 years,Depressive disorders,Percent,2022,0.030850173,0.038847055,0.024345236
Prevalence,Japan,Female,25-29 years,Depressive disorders,Percent,2022,0.054045501,0.06771894,0.043009983
Prevalence,Japan,Both,25-29 years,Depressive disorders,Percent,2022,0.042513266,0.053229561,0.033892538
Prevalence,Japan,Male,30-34 years,Depressive disorders,Number,2022,92837.41307,120398.4939,73098.58507
Prevalence,Japan,Female,30-34 years,Depressive disorders,Number,2022,161536.7689,206184.2004,126632.8531
Prevalence,Japan,Both,30-34 years,Depressive disorders,Number,2022,254374.1819,325218.4476,199610.8738
Prevalence,Japan,Male,30-34 years,Depressive disorders,Percent,2022,0.030079312,0.038943096,0.023604469
Prevalence,Japan,Female,30-34 years,Depressive disorders,Percent,2022,0.052260671,0.066941606,0.041039944
Prevalence,Japan,Both,30-34 years,Depressive disorders,Percent,2022,0.041177859,0.052889528,0.032381575
Prevalence,Japan,Male,35-39 years,Depressive disorders,Number,2022,102207.7982,131550.6604,80069.90203
Prevalence,Japan,Female,35-39 years,Depressive disorders,Number,2022,177018.9854,227946.0526,140997.4835
Prevalence,Japan,Both,35-39 years,Depressive disorders,Number,2022,279226.7836,361708.7487,221087.0205
Prevalence,Japan,Male,35-39 years,Depressive disorders,Percent,2022,0.029037047,0.037567632,0.022888238
Prevalence,Japan,Female,35-39 years,Depressive disorders,Percent,2022,0.050191069,0.064537223,0.040021157
Prevalence,Japan,Both,35-39 years,Depressive disorders,Percent,2022,0.039624216,0.051431696,0.03153938
Prevalence,Japan,Male,40-44 years,Depressive disorders,Number,2022,109863.2857,140324.3721,84473.14
Prevalence,Japan,Female,40-44 years,Depressive disorders,Number,2022,188803.6209,241668.0691,145577.5987
Prevalence,Japan,Both,40-44 years,Depressive disorders,Number,2022,298666.9066,383110.3771,229421.2413
Prevalence,Japan,Male,40-44 years,Depressive disorders,Percent,2022,0.028025081,0.035785309,0.021585237
Prevalence,Japan,Female,40-44 years,Depressive disorders,Percent,2022,0.048217216,0.06162455,0.03717477
Prevalence,Japan,Both,40-44 years,Depressive disorders,Percent,2022,0.038115245,0.048844587,0.029294594
Prevalence,Japan,Male,45-49 years,Depressive disorders,Number,2022,126089.5365,162066.5605,99236.2273
Prevalence,Japan,Female,45-49 years,Depressive disorders,Number,2022,215712.6617,272036.357,170621.9542
Prevalence,Japan,Both,45-49 years,Depressive disorders,Number,2022,341802.1982,436296.9718,271026.7806
Prevalence,Japan,Male,45-49 years,Depressive disorders,Percent,2022,0.026807047,0.034466714,0.021059592
Prevalence,Japan,Female,45-49 years,Depressive disorders,Percent,2022,0.046201225,0.058256148,0.03657005
Prevalence,Japan,Both,45-49 years,Depressive disorders,Percent,2022,0.036468292,0.046684837,0.028914065
Prevalence,Japan,Male,50-54 years,Depressive disorders,Number,2022,121441.2517,157504.3383,97256.98949
Prevalence,Japan,Female,50-54 years,Depressive disorders,Number,2022,209008.2065,267484.2187,167349.2437
Prevalence,Japan,Both,50-54 years,Depressive disorders,Number,2022,330449.4582,424555.0604,264956.7303
Prevalence,Japan,Male,50-54 years,Depressive disorders,Percent,2022,0.0258599,0.033565967,0.020714326
Prevalence,Japan,Female,50-54 years,Depressive disorders,Percent,2022,0.044797176,0.057345619,0.035930122
Prevalence,Japan,Both,50-54 years,Depressive disorders,Percent,2022,0.035297728,0.0453825,0.028328326
Prevalence,Japan,Male,55-59 years,Depressive disorders,Number,2022,100996.3737,129408.8829,80151.00294
Prevalence,Japan,Female,55-59 years,Depressive disorders,Number,2022,175108.9071,219970.9419,138302.3931
Prevalence,Japan,Both,55-59 years,Depressive disorders,Number,2022,276105.2807,349629.6366,219121.364
Prevalence,Japan,Male,55-59 years,Depressive disorders,Percent,2022,0.025161363,0.032246883,0.02002028
Prevalence,Japan,Female,55-59 years,Depressive disorders,Percent,2022,0.043441889,0.054546675,0.034394654
Prevalence,Japan,Both,55-59 years,Depressive disorders,Percent,2022,0.034320866,0.043434645,0.027303166
Prevalence,Japan,Male,All ages,Depressive disorders,Number,2022,1460696.467,1798363.941,1197326.356
Prevalence,Japan,Female,All ages,Depressive disorders,Number,2022,2760022.264,3324215.993,2293659.467
Prevalence,Japan,Both,All ages,Depressive disorders,Number,2022,4220718.731,5114889.874,3491819.467
Prevalence,Japan,Male,All ages,Depressive disorders,Percent,2022,0.025430328,0.031267496,0.020921413
Prevalence,Japan,Female,All ages,Depressive disorders,Percent,2022,0.044249182,0.053155072,0.036823047
Prevalence,Japan,Both,All ages,Depressive disorders,Percent,2022,0.035227342,0.04269804,0.02919777
Prevalence,Japan,Male,5-14 years,Depressive disorders,Number,2022,74473.7926,100981.4468,51411.1596
Prevalence,Japan,Female,5-14 years,Depressive disorders,Number,2022,160809.3142,212160.3229,114998.7613
Prevalence,Japan,Both,5-14 years,Depressive disorders,Number,2022,235283.1068,312378.667,166502.1605
Prevalence,Japan,Male,5-14 years,Depressive disorders,Percent,2022,0.017605662,0.023960217,0.012177107
Prevalence,Japan,Female,5-14 years,Depressive disorders,Percent,2022,0.037719894,0.049733239,0.026934276
Prevalence,Japan,Both,5-14 years,Depressive disorders,Percent,2022,0.02770132,0.036968728,0.019527657
Prevalence,Japan,Male,60+ years,Depressive disorders,Number,2022,475017.1641,611098.2221,381716.0063
Prevalence,Japan,Female,60+ years,Depressive disorders,Number,2022,998714.3711,1267939.578,815186.1643
Prevalence,Japan,Both,60+ years,Depressive disorders,Number,2022,1473731.535,1875410.774,1190619.181
Prevalence,Japan,Male,60+ years,Depressive disorders,Percent,2022,0.024320158,0.031283252,0.019543391
Prevalence,Japan,Female,60+ years,Depressive disorders,Percent,2022,0.041080488,0.052150358,0.033530758
Prevalence,Japan,Both,60+ years,Depressive disorders,Percent,2022,0.033613846,0.042772232,0.027156126
Prevalence,Japan,Male,<5 years,Anxiety disorders,Number,2022,4753.178919,15230.67809,1136.125788
Prevalence,Japan,Female,<5 years,Anxiety disorders,Number,2022,6088.431427,19507.06487,1464.420802
Prevalence,Japan,Both,<5 years,Anxiety disorders,Number,2022,10841.61035,34731.87312,2600.550294
Prevalence,Japan,Male,<5 years,Anxiety disorders,Percent,2022,0.003130518,0.010304492,0.000727914
Prevalence,Japan,Female,<5 years,Anxiety disorders,Percent,2022,0.004192815,0.013783706,0.000987241
Prevalence,Japan,Both,<5 years,Anxiety disorders,Percent,2022,0.003649805,0.012009424,0.000854129
Prevalence,Japan,Male,15-19 years,Anxiety disorders,Number,2022,104524.0207,182807.087,54670.29744
Prevalence,Japan,Female,15-19 years,Anxiety disorders,Number,2022,134342.9039,227481.2974,73159.76356
Prevalence,Japan,Both,15-19 years,Anxiety disorders,Number,2022,238866.9247,406280.9893,126040.3631
Prevalence,Japan,Male,15-19 years,Anxiety disorders,Percent,2022,0.041956942,0.073954288,0.021570492
Prevalence,Japan,Female,15-19 years,Anxiety disorders,Percent,2022,0.051879989,0.08744147,0.028274858
Prevalence,Japan,Both,15-19 years,Anxiety disorders,Percent,2022,0.047012507,0.080744769,0.02496392
Prevalence,Japan,Male,20-24 years,Anxiety disorders,Number,2022,93186.49936,144284.9419,60894.88614
Prevalence,Japan,Female,20-24 years,Anxiety disorders,Number,2022,135103.8636,206190.3057,89234.2454
Prevalence,Japan,Both,20-24 years,Anxiety disorders,Number,2022,228290.3629,350830.6618,150525.0505
Prevalence,Japan,Male,20-24 years,Anxiety disorders,Percent,2022,0.033629004,0.052033321,0.021902537
Prevalence,Japan,Female,20-24 years,Anxiety disorders,Percent,2022,0.047005782,0.071502266,0.030994351
Prevalence,Japan,Both,20-24 years,Anxiety disorders,Percent,2022,0.040438665,0.061868474,0.026483495
Prevalence,Japan,Male,25-29 years,Anxiety disorders,Number,2022,86669.61974,126776.5503,55768.01938
Prevalence,Japan,Female,25-29 years,Anxiety disorders,Number,2022,130131.0663,188077.3003,84988.7107
Prevalence,Japan,Both,25-29 years,Anxiety disorders,Number,2022,216800.6861,313848.6697,140217.3346
Prevalence,Japan,Male,25-29 years,Anxiety disorders,Percent,2022,0.029412742,0.042806737,0.018835352
Prevalence,Japan,Female,25-29 years,Anxiety disorders,Percent,2022,0.04366739,0.063200969,0.028604346
Prevalence,Japan,Both,25-29 years,Anxiety disorders,Percent,2022,0.036579792,0.05286623,0.023705473
Prevalence,Japan,Male,30-34 years,Anxiety disorders,Number,2022,82424.83046,125645.3473,52268.30864
Prevalence,Japan,Female,30-34 years,Anxiety disorders,Number,2022,126194.355,191868.5809,81178.11611
Prevalence,Japan,Both,30-34 years,Anxiety disorders,Number,2022,208619.1855,317513.9282,133479.8526
Prevalence,Japan,Male,30-34 years,Anxiety disorders,Percent,2022,0.026704396,0.040640471,0.017000101
Prevalence,Japan,Female,30-34 years,Anxiety disorders,Percent,2022,0.040826651,0.062162171,0.02620231
Prevalence,Japan,Both,30-34 years,Anxiety disorders,Percent,2022,0.033770313,0.051446156,0.021624901
Prevalence,Japan,Male,35-39 years,Anxiety disorders,Number,2022,87222.75719,119136.4446,58587.92802
Prevalence,Japan,Female,35-39 years,Anxiety disorders,Number,2022,135502.924,181668.5491,91680.05436
Prevalence,Japan,Both,35-39 years,Anxiety disorders,Number,2022,222725.6812,302672.3703,150228.8478
Prevalence,Japan,Male,35-39 years,Anxiety disorders,Percent,2022,0.024777911,0.033643023,0.016689282
Prevalence,Japan,Female,35-39 years,Anxiety disorders,Percent,2022,0.038419247,0.051514661,0.026028702
Prevalence,Japan,Both,35-39 years,Anxiety disorders,Percent,2022,0.03160504,0.042767462,0.021352205
Prevalence,Japan,Male,40-44 years,Anxiety disorders,Number,2022,91429.90467,130255.19,63824.63013
Prevalence,Japan,Female,40-44 years,Anxiety disorders,Number,2022,143039.098,201949.366,101111.7279
Prevalence,Japan,Both,40-44 years,Anxiety disorders,Number,2022,234469.0026,334351.106,165546.4384
Prevalence,Japan,Male,40-44 years,Anxiety disorders,Percent,2022,0.023322722,0.033149657,0.016352091
Prevalence,Japan,Female,40-44 years,Anxiety disorders,Percent,2022,0.036528979,0.051577602,0.025842605
Prevalence,Japan,Both,40-44 years,Anxiety disorders,Percent,2022,0.029922001,0.04273494,0.021140856
Prevalence,Japan,Male,45-49 years,Anxiety disorders,Number,2022,106501.5365,151745.1248,77884.67448
Prevalence,Japan,Female,45-49 years,Anxiety disorders,Number,2022,167066.3975,235982.2867,123782.4794
Prevalence,Japan,Both,45-49 years,Anxiety disorders,Number,2022,273567.934,387727.4115,202110.0415
Prevalence,Japan,Male,45-49 years,Anxiety disorders,Percent,2022,0.022640912,0.032269669,0.016634727
Prevalence,Japan,Female,45-49 years,Anxiety disorders,Percent,2022,0.03578144,0.050509797,0.02648896
Prevalence,Japan,Both,45-49 years,Anxiety disorders,Percent,2022,0.02918674,0.041360054,0.021586044
Prevalence,Japan,Male,50-54 years,Anxiety disorders,Number,2022,104848.6609,161352.2848,69775.38589
Prevalence,Japan,Female,50-54 years,Anxiety disorders,Number,2022,166140.5809,249482.6521,114005.4408
Prevalence,Japan,Both,50-54 years,Anxiety disorders,Number,2022,270989.2417,405914.7206,183781.7245
Prevalence,Japan,Male,50-54 years,Anxiety disorders,Percent,2022,0.0223268,0.034326557,0.01484885
Prevalence,Japan,Female,50-54 years,Anxiety disorders,Percent,2022,0.035609166,0.053472353,0.024436901
Prevalence,Japan,Both,50-54 years,Anxiety disorders,Percent,2022,0.028946385,0.043396943,0.019642064
Prevalence,Japan,Male,55-59 years,Anxiety disorders,Number,2022,88663.04216,133193.6106,58496.18891
Prevalence,Japan,Female,55-59 years,Anxiety disorders,Number,2022,142641.6109,209522.7889,97053.76511
Prevalence,Japan,Both,55-59 years,Anxiety disorders,Number,2022,231304.6531,336064.9515,155549.954
Prevalence,Japan,Male,55-59 years,Anxiety disorders,Percent,2022,0.022089215,0.033203652,0.01458514
Prevalence,Japan,Female,55-59 years,Anxiety disorders,Percent,2022,0.035387402,0.052001905,0.024101768
Prevalence,Japan,Both,55-59 years,Anxiety disorders,Percent,2022,0.028752354,0.041811495,0.019353752
Prevalence,Japan,Male,All ages,Anxiety disorders,Number,2022,1465953.889,1838903.957,1189504.825
Prevalence,Japan,Female,All ages,Anxiety disorders,Number,2022,2327245.031,2868767.262,1890937.977
